n_components,smiles_1,smiles_2,tg
2,O=C(O)CCOc1ccc(NC(=O)CC2(CC(=O)O)CCCCC2)cc1,COc1cc(OCC2CO2)ncc1C(=O)N1CCN(Cc2ccc(OCC3CO3)cc2)CC1,377.56255330897176
2,COC(=O)COc1ccc(NC(=O)C(=O)N(CCOCC(=O)O)CCOCC(=O)O)cc1,CCNC(=O)c1cccc(NC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,357.4522384384227
2,Cn1ccc(NC(=O)C(CCC(=O)O)CCC(=O)O)n1,O=C(NCC1CCN(Cc2ccccc2)CC1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,393.3208556683502
2,CCN(CC)C(=O)CN(CCCOCC(=O)O)CCOCC(=O)O,CCc1ccccc1NN=Cc1cccc(OCC2CO2)c1OCC1CO1,302.09838688971746
2,CC1(C(=O)O)CCN(CC(=O)Nc2cccc(C(=O)O)c2)C1,CC(NC(=O)CCC(=O)NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccccc1,368.9633281663333
2,O=C(O)CCNC(=O)CN1CCN(C(=O)c2ncccc2OCCC(=O)O)CC1,COc1ccc(Cn2cc(C(=O)NCCc3ccc(OCC4CO4)c(OCC4CO4)c3)cn2)cc1,363.0204486217019
2,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCCCN1CCCCC1,COc1cccc(CC(=O)NC(C)Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,340.845083052464
2,O=C(O)COCC(COCC(=O)O)NC(=O)CCc1ccc(O)cc1,O=C(CCOCC1CO1)N1CCC(CCCOCC2CO2)CC1,347.0072646523202
2,O=C(O)CC1CCCN(Cc2ccc(C(=O)O)cc2)C1,CCOc1cc(C=CC(=O)c2ccccc2OCC2CO2)ccc1OCC1CO1,365.7648550651405
2,CN(CCCNC(=O)C1CCCCCC1)CC(=O)N(CCC(=O)O)CCC(=O)O,O=Cc1cccc(C(=O)OCC(=O)N(CC2CO2)CC2CO2)c1,373.54786651084464
2,Cn1ccc(CNCCCNC(=O)C(CCC(=O)O)CCC(=O)O)cc1=O,C(=NOCc1cccnc1)c1ccc(OCC2CO2)c(OCC2CO2)c1,333.46338064270884
2,O=C(O)COCCN(CCOCC(=O)O)CCC(=O)NCC(=O)c1ccccc1,Cc1cc(C)cc(C2CCN(C(=O)c3ccc(OCC4CO4)cc3OCC3CO3)CC2)c1,337.3301528639746
2,COc1cc(C(=O)Nc2ccc(COCC(=O)O)c(COCC(=O)O)c2)ccc1O,O=C(CCCC1CO1)Nc1ccc(NC(=O)CCCC2CO2)c2cnccc12,403.2313161718008
2,COC(=O)c1cc(NC(=O)C(CCC(=O)O)CCC(=O)O)n(C)n1,O=C(CCC1CO1)N1CCN(C2CN(C(=O)CCC3CO3)C2)CC1,369.0132666183872
2,Cc1cccc(NC(=O)CN2CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC2)c1C,CC(=O)Nc1c(C)ccc(NC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1C,377.6667379937125
2,O=C(O)CCN(CCC(=O)O)C(=O)C1CCN(C(=O)c2cccnc2)CC1,O=C(NCc1ccnc(OCc2ccccc2)c1)C(CC1CO1)CC1CO1,395.4064326450583
2,CCc1cccc(OCCOc2c(COCC(=O)O)cc(OC)cc2COCC(=O)O)c1,O=C(NCc1ccccc1OCC1CO1)c1nnc2ccccc2c1OCC1CO1,357.93628730283194
2,CN1CCN(CCOc2ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc2)CC1,Cc1ccc2c(OCC(=O)N(CC3CO3)CC3CO3)cc(C)nc2c1,366.5353332159506
2,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)c2ccc(OCC3CC3)nc2)cc1,O=C(CC1CC(c2ccccc2)C1)NCc1cccc(OCC2CO2)c1OCC1CO1,363.3299832877636
2,Cc1cc(CNCC(C(=O)O)c2ccccc2)ccc1C(=O)O,O=C(OCCCCCCOCC1CO1)c1cccc(COCC2CO2)c1,349.9747158633495
2,CCc1cc(C)nc(NCCNC(=O)C(CCC(=O)O)CCC(=O)O)n1,NCC(=O)NCC(=O)NCc1cccc(OCC2CO2)c1OCC1CO1,335.8000530888691
2,CN(CCC(=O)O)c1nnc(COCCC(=O)O)n1Cc1ccccc1,CC(C)(NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1)C(=O)Nc1ccccc1,356.1475633957834
2,CC(=O)Nc1cnn(CC(=O)N(CCC(=O)O)CCC(=O)O)c1,Cc1cc(C(C)(C)C)ccc1OCCCC(=O)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,387.6596434175133
2,O=C(O)CCC(CCC(=O)O)C(=O)NCc1ccnc(OCc2ccccc2)c1,CONC(=O)C1CCN(C(=O)c2ccc(OCC3CO3)cc2OCC2CO2)CC1,402.3219554014563
2,O=C(O)CCC(CCC(=O)O)C(=O)NCCNCC(=O)NCCC1CCCCC1,Cc1ccc(OCC2CO2)cc1NC(=O)CC(O)CC(=O)Nc1cc(OCC2CO2)ccc1C,363.7394508214661
2,CCNC(=O)CN(C)C(=O)C(CCC(=O)O)CCC(=O)O,CN1CCN(CC(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)CC1=O,362.5401464833568
2,O=C(O)CC1CCCN(C(=O)Cc2ccccc2C(=O)O)CC1,COc1cc(OC)cc(OCCCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)c1,378.900643086982
2,CC(=O)Nc1cccc(C(=O)O)c1C(=O)O,COc1cccc(C(=O)NCc2cc(C)cnc2OCC2CO2)c1OCC1CO1,426.6781146203976
2,O=C(O)COCCN(CCOCC(=O)O)CCC1CCCCCC1,O=C(Nc1ccccc1)Nc1cccc(CNC(=O)N(CC2CO2)CC2CO2)c1,365.2823482946624
2,Cc1cc(NC(=O)N(CCC(=O)O)CCC(=O)O)n(Cc2ccccc2)n1,COc1cccc(C(=O)Nc2ccc(OCC3CO3)c(COC(C)C)c2)c1OCC1CO1,391.5413373868053
2,CC(C)(O)CN1CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC1,O=C(C=Cc1ccc(OCC2CO2)c(OCC2CO2)c1)Nc1ccc(C(=O)NC2CCOCC2)cc1,377.7370252415887
2,Cc1cc(C(=O)N(CCC(=O)O)CCC(=O)O)oc1C,CCOC(=O)c1ccc(CNC(=O)c2ccc(C)c(OCC3CO3)c2OCC2CO2)cc1,398.0644506881872
2,O=C(O)COCc1cc(COCC(=O)O)cc(NC(=O)CN2CCCCCCC2=O)c1,O=C(O)c1ccc2c(c1)N(C(=O)Cc1ccc(OCC3CO3)c(OCC3CO3)c1)CCC2,385.1229426607108
2,COc1ccc2nc(C=Cc3cccc(OCCC(=O)O)c3)cc(C(=O)O)c2c1,CN(C)C(=O)c1cccc(NC(=O)COC(=O)C(CC2CO2)CC2CO2)c1,382.2859707478581
2,O=C(O)COCc1ccc(NC(=O)CC2CCC(c3ccccc3)CC2)cc1COCC(=O)O,Cc1ccc(OCc2ccccc2)c(NC(=O)c2cccc(OCC3CO3)c2OCC2CO2)c1,384.0454994285468
2,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)C(=O)NCCC2CCNCC2)cc1,O=C(NCc1ccc(C(=O)N2CCCC2)cc1)c1cccc(OCC2CO2)c1OCC1CO1,397.2870519494344
2,CN(C(=O)C1CC1)c1ccc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)cc1,CC(NC(=O)CCCC1CO1)c1ccccc1NC(=O)CCCC1CO1,372.0119897390828
2,O=C(O)COCCCN(CCCCCOc1ccccc1)CCOCC(=O)O,O=C(NCc1ccccc1CN1CCCC1)c1cccc(OCC2CO2)c1OCC1CO1,300.06339129366773
2,CCc1ccc(NC(=O)NC(COCC(=O)O)COCC(=O)O)cc1C,c1cc(N2CCCCC2)ccc1CN(CCCOCC1CO1)CCOCC1CO1,331.71712529794144
2,CC(C)(C)CCCCNC(=O)C(CCC(=O)O)CCC(=O)O,COc1cc(COCC2CO2)ccc1C(=O)N(C)CCOCC1CO1,323.80887910618907
2,Cc1ccccc1NC(=O)CCN(CCC(=O)O)CCC(=O)O,Cc1nc(COc2ccc(C(=O)Nc3ccc(C(=O)N(CC4CO4)CC4CO4)cc3)cc2)no1,360.4177908746042
2,Cc1cnn(CCC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,CCCCn1c(=O)c(C(=O)Nc2cccc(OCC3CO3)c2)c(OCC2CO2)c2ccccc21,405.6275646176745
2,CC1(C)CCCN(CC(=O)N(CCC(=O)O)CCC(=O)O)C1,COc1ccc(NC(=O)C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cn1,367.7694104859905
2,O=C(O)CCN(CCC(=O)O)C(=O)Nc1ccccc1C(=O)N1CCCCC1,COc1cccnc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,423.7906435119189
2,Cc1oc(C(=O)N(CCCOCC(=O)O)Cc2ccccc2)cc1COCC(=O)O,COc1cccc(CCC(=O)Nc2ccc(COCC3CO3)c(COCC3CO3)c2)c1,355.8302743729171
2,O=C(O)CCC(CCC(=O)O)C(=O)N1CCC(CCCN2CCCC2)CC1,COc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1C,319.9939232289749
2,Cc1cccc(CNC(=O)C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1,COc1cc(NC(=O)N(CC2CO2)CC2CO2)cc(OC)c1OC,389.8086322048271
2,O=C(O)CCC(CCC(=O)O)C(=O)Nc1ccc2ccoc2c1,CCOCCCNC(=O)c1c(OCC2CO2)cccc1OCC1CO1,383.7545063796336
2,COc1cccc(COc2cccc(NC(=O)N(CCOCC(=O)O)CCOCC(=O)O)c2C)c1,COc1ccccc1CC(C)NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,354.9851858769033
2,O=C(O)COCC#Cc1cccc(C(=O)OCCCOCC(=O)O)c1,Cc1cc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)n(C)n1,356.7178761840372
2,O=C(O)CCN(CCC(=O)O)C(=O)NCCC1CCCCC1,COC(=O)c1ccccc1C(=O)NC(COCC1CO1)COCC1CO1,349.4712488505665
2,CCn1c(=O)c(=O)n(CC(=O)N(CCC(=O)O)CCC(=O)O)c2ccccc21,COC(=O)COc1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,348.2347375207501
2,O=C(O)COCCCCCNC(=O)COCC(=O)O,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(OCC2CO2)cc1OCC1CO1,331.120064514586
2,CC(C)CC(NC(=O)Nc1ccc(C(=O)O)cc1)C(=O)O,Cc1cc(NC(=O)CCCC2CO2)ccc1NC(=O)CCCC1CO1,386.41783288506895
2,CC(=O)Nc1ccc(CN2CCC(NC(=O)C(CCC(=O)O)CCC(=O)O)CC2)cc1,COc1cc(NC(=O)c2ccc(OCC3CO3)c(C)c2)cc(OCC2CO2)c1,422.2882231062744
2,CCn1c(O)nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc21,CC(C)CN(C(=O)c1cccc(OCC2CO2)c1OCC1CO1)c1ccccc1,375.8207186749895
2,O=C(O)CCC(=O)N1CCC(c2ccccc2C(=O)O)CC1,O=C(Nc1ccc(COCC2CO2)c(COCC2CO2)c1)C1CC1,380.1569407258641
2,Cn1cnc2cc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)ccc21,COc1ccc(NC(=O)C(=O)N(CC2CO2)CC2CO2)c(OCc2ccccc2)c1,394.7406467293315
2,O=C(O)CCN(CCC(=O)O)C(=O)COC(=O)CC1CCC1,Cc1cccc(NC(=O)C(=O)c2ccc(OCC3CO3)cc2)c1OCC1CO1,396.34197857584894
2,CCCOc1ccc(CNCCCC(C(=O)O)C(=O)O)cc1OC,CC1CCN(c2cccc(NC(=O)c3ccc(OCC4CO4)cc3OCC3CO3)c2)CC1,379.0567117663277
2,COCC(=O)Nc1cccc(CNC(=O)N(CCC(=O)O)CCC(=O)O)c1,O=C(CN1CCCN(C(=O)COCC2CO2)CC1)NCC1CO1,356.3920620481656
2,CN(CCN1CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC1)Cc1ccccc1,CN(C)Cc1ccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)cc1,336.878249084514
2,O=C(O)CCCCC(=O)NCCNCC(=O)NCCC(=O)O,O=C(NCc1ccc(OC2CCCCC2)nc1)c1ccc(OCC2CO2)cc1OCC1CO1,357.8143112456877
2,O=C(O)CC(C(=O)O)N1C(=O)c2ccccc2C1=O,O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1cccc2c1CCCC2,420.1545111288983
2,O=C(O)CCNC(=O)CC1(C(=O)NCCC(=O)O)CCOCC1,O=C(CCCCN1CCOCC1)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,332.2439218858681
2,COCCCOCC(=O)Nc1ccc(COCC(=O)O)c(COCC(=O)O)c1,Cc1ccc(C(=O)NCCC(=O)Nc2ccc(C)nc2OCC2CO2)c(OCC2CO2)c1,381.658454445068
2,O=C(O)c1cccc(CN2CCCC(C(=O)O)C2)c1,O=C(Nc1ccc(OCCc2ccccc2)nc1)C(=O)N(CC1CO1)CC1CO1,393.7009725044851
2,CC(C)(C)c1ccc(C(=O)Nc2ccccc2NCC(=O)N(CCC(=O)O)CCC(=O)O)cc1,O=C(OCCCCCO)c1cc(OCC2CO2)ccc1OCC1CO1,388.4250841106021
2,CC(=O)c1ccc(NC(=O)c2ccc(C(=O)O)cc2C(=O)O)cc1,O=C(CC(c1ccccc1)c1ccccc1)NCc1ccc(OCC2CO2)c(OCC2CO2)c1,399.34834547853154
2,O=C(O)CCN(CCCOCc1ccccc1)CCC(=O)O,COC(=O)CCCOc1ccc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,322.4255629073887
2,O=C(O)Cn1c(C=Cc2ccc(C(=O)O)cc2)nc2ccccc2c1=O,COc1ccc(C=CC(=O)c2cc(OC)c(OCC3CO3)cc2OC)cc1OCC1CO1,389.9125600772677
2,O=C(O)CCCCC(=O)NCC1(NC(=O)CCCOCCC(=O)O)CCC1,CCCCc1ccc(C(=O)NCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,336.0580966396264
2,O=C(O)CCCC(=O)NC1(CNC(=O)c2ccc(OCCC(=O)O)cc2)CCC1,Cc1ccc(CNC(=O)Cn2c(=O)n(CC3CO3)c(=O)n(CC3CO3)c2=O)cc1,396.3889818839474
