psmiles,value
*C(C*)c1ccc(cc1)CCCCCCCCCCCCCC,0.40253381
*C(C*)c1ccc(cc1)CCCCCCCCCCCCCCCC,0.40149462
*C(C*)c1ccc(cc1)CCCCCCCCCCCCCCCCCC,0.40382331
*C(C*)c1ccc(cc1)COCCOCC,0.37466356
*C(C*)c1ccc(cc1)C#N,0.40396396
*C(C*)c1ccc(cc1)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.36402861
*C(C*)c1ccc(cc1)C(=NO)C,0.35867112
*C(C*)c1ccc(cc1)C(O)(C)C,0.3711129
*C(C*)c1ccc(cc1)C(CC)(O)C,0.37635976
*C(C*)c1ccc(cc1)C(CCC)(O)C,0.37492289
*C(C*)c1ccc(cc1)C(CCCC)(O)C,0.39130508
*C(C*)c1ccc(cc1)C(CCCCC)(O)C,0.39339807
*C(C*)c1ccc(cc1)C(CCN(C)C)O,0.39056968
*C(C*)c1ccc(cc1)C(CCN1CCCCC1)O,0.37433713
*C(C*)c1ccc(cc1)C(CCN1CCOCC1)O,0.35614962
*C(C*)c1ccc(cc1)COCCO,0.34743668
*C(C*)c1ccc(cc1)COCCCC,0.38801598
*C(C*)c1ccc(cc1)COCCCCO,0.36446129
*C(C*)c1ccc(cc1)COC(CC)C,0.38400866
*C(C*)c1ccc(cc1)COCCOCCCC,0.37958253
*C(C*)c1ccc(cc1)C(=O)N(CC)CC,0.36711341
*C(C*)c1ccc(cc1)C(=O)N1CCCCC1,0.37271412
*C(C*)c1ccc(cc1)C(=O)CCN1CCCCC1,0.37311156
*C(C*)c1ccc(cc1)C(=O)N1CCOCC1,0.35986197
*C(C*)c1ccc(cc1)C(=O)OCC,0.36916022
*C(C*)c1ccc(cc1)C(=O)OCCC,0.37674615
*C(C*)c1ccc(cc1)C(=O)OC(C)C,0.37933569
*C(C*)c1ccc(cc1)C(=O)OCCCC,0.37961206
*C(C*)c1ccc(cc1)C(=O)OCC(C)C,0.38415931
*C(C*)c1ccc(cc1)C(=O)OCCCCCC,0.37921152
*C(C*)c1ccc(cc1)C(=O)CC,0.3774075
*C(C*)c1ccc(cc1)C(=O)CCC,0.3914716
*C(C*)c1ccc(cc1)C(=O)CCCC,0.38199885
*C(C*)c1ccc(cc1)C(=O)CCCCC,0.38254246
*C(C*)c1ccc(cc1)C(=O)CCCCCCC,0.39176934
*C(C*)c1ccc(cc1)C(=O)Cc1ccccc1,0.36666659
*C(C*)c1ccc(cc1)C(=O)c1ccccc1,0.37525609
*C(C*)c1ccc(cc1)C(=O)c1ccc(cc1)C,0.38272585
*C(C*)c1ccc(cc1)Oc1ccccc1,0.37467295
*C(C*)c1ccc(cc1)S(=O)(=O)OCCC,0.37741586
*C(C*)c1ccc(cc1)[Si](C)(C)C,0.43524245
*C(C*)c1c(cccc1Cl)Cl,0.39048668
*C(C*)c1c(ccc(c1)Br)OCCCC,0.41686593
*C(C*)c1c(ccc(c1)Br)OCC,0.41409342
*C(C*)c1c(ccc(c1)Br)OC,0.39846668
*C(C*)c1c(ccc(c1)Br)OCCC,0.4104551
*C(C*)c1c(ccc(c1)Br)OC(C)C,0.4237647
*C(C*)c1c(ccc(c1)Br)OCCCCC,0.41131014
*C(C*)c1c(ccc(c1)Br)OCCC(C)C,0.40859696
*C(C*)c1c(cc(cc1C)C)C,0.40245926
*C(C*)c1c(cc(c(c1)C)C)C,0.40919806
*C(C*)(c1ccc(cc1)C(C)C)C,0.40109572
*C(C*)c1ccc(cc1)C(=O)C,0.37541315
*C(C*)c1ccc(cc1)C(=O)CCN1CCOCC1,0.35976341
*C(C*)(C(=O)OC)c1ccccc1,0.36467404
*C(C*)c1ccc(cc1)C(=O)C(F)(F)F,0.3627692
*C(C*)c1ccc(cc1)C(=O)c1ccc(cc1)OC,0.35659947
*C(C*)c1nc(ccc1)C,0.39815003
*C(C*)c1ccc(nc1)C,0.41719903
*C(C*)n1nc2c(c1)cccc2,0.37138173
*C(C(C(C*)c1ncccc1)c1ccccc1)c1ncccc1,0.39661394
*C(C*)c1ccc(cc1)O,0.34302705
*C(C*)c1ccc(cc1)OC(=O)C,0.35340606
*C(C*)c1ccc(cc1)CCC,0.40348963
*C(C*)c1ccc(cc1)COCCOCCCCCCCC,0.38457352
*C(C(*)(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])[2H])([2H])[2H],0.38844688
*C(C*)C(=O)C,0.34334548
*C(C*)C[Si](C)(C)C,0.41950012
*C(C*)OC,0.36080303
*C(C*)OC(=O)c1ccccc1,0.356021
*C(C*)O[N+](=O)[O-],0.77406593
*C=CC(C(*)C(=O)OC)C,0.36981772
*C#CC(=C(*)COS(=O)(=O)c1ccc(cc1)C)COS(=O)(=O)c1ccc(cc1)C,0.37237347
*C(C*)CC[Si](C)(C)C,0.42654899
*C(C*)(OC)C,0.34572991
*C1(CC(C1)*)C#N,0.41545048
*C(C*)Cc1cc(ccc1)C,0.38592652
*C(C*)Cc1c(cccc1)C,0.37559758
*C(C*)Cc1ccc(cc1)C,0.3852781
*C(C*)OC(=O)c1ccc(cc1)C(C)(C)C,0.37755899
*C=CC(C*)OC,0.3862844
*C(=CCC*)c1ccccc1,0.38403531
*C(*)O,0.24565388
*C(C*)SCCCC,0.42462566
*C(C*)SCC,0.43094205
*C(C(*)(F)F)(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F,0.34587055
*C(C(*)(F)F)(OC(C(F)(F)F)(F)F)F,0.3417127
*C(C(*)(F)F)(OC(F)(F)F)OC(F)(F)F,0.30939912
*C(C(*)(F)F)OC(F)(F)F,0.31744193
*C(C(*)F)(OC(F)(F)F)F,0.31331253
*C(C(*)(F)F)(OC(F)(F)F)F,0.30823837
*C(C*)(C(=O)C)F,0.32677748
*C(C*)C(=O)c1ccccc1,0.36539681
*C(C*)C(=O)c1cc(c(cc1)Br)OC,0.37684712
*C(C*)C(=O)c1ccc(cc1)C(C)(C)C,0.39538031
*C(C*)C(=O)c1ccc(cc1)Cl,0.38087651
*C(C*)C(=O)c1ccc(cc1)C(C)C,0.39294141
*C(C*)C(=O)c1ccc(cc1)OC,0.34949255
*C(C*)C(=O)c1cc(c(cc1)C)C,0.3826776
*C(C*)C(=O)c1ccc(cc1)CCC,0.38559273
*C(C*)C(=O)c1ccc(cc1)C,0.38303868
*C(C*)OC(=O)c1c(cccc1)OC(=O)C,0.33486317
*C(C*)OC(=O)c1ccc(cc1)OC(=O)C,0.3315989
*C(C*)OC(=O)CCCC(=O)c1ccccc1,0.3393767
*C(C*)OC(=O)c1cc(ccc1)Br,0.37722551
*C(C*)OC(=O)c1ccc(cc1)Br,0.38128079
*C(C*)OC(=O)c1ccc(cc1)OC(=O)CCC,0.34765241
*C(C*)OC(=O)c1c(cccc1)Cl,0.35127788
*C(C*)OC(=O)c1cc(ccc1)Cl,0.35874129
*C(C*)OC(=O)c1ccc(cc1)Cl,0.36499516
*C(C*)OC(=O)C1CCCCC1,0.36242795
*C(C*)OC(=O)CC1CCCCC1,0.3629501
*C(C*)OC(=O)CCCC1CCCCC1,0.36748858
*C(C*)OC(=O)c1ccc(cc1)OCC,0.35412177
*C(C*)OC(=O)c1ccc(cc1)CC,0.37318074
*C(C*)OC(=O)C(C(C)(C)C)(CC)C,0.37558012
*C(C*)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,0.33120706
*C(C*)OC(=O)C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F,0.33243377
*C(C*)NC(=O)OC(C)(C)C,0.36612133
*C(C*)OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.32895822
*C(C*)OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.32618869
*C(C*)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.3287593
*C(C*)OC(=O)C(C(F)(F)F)(F)F,0.31968743
*C(C*)OC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.32424675
*C(C*)OC(=O)c1ccncc1,0.34235599
*C(C*)OC(=O)c1ccc(cc1)C(C)C,0.37812553
*C(C*)OC(=O)C(C(C)C)(C(C)C)C,0.38169655
*C(C*)OC(=O)c1c(cccc1)OC,0.33690183
*C(C*)OC(=O)c1cc(ccc1)OC,0.33959116
*C(C*)OC(=O)c1ccc(cc1)OC,0.34230372
*C(C*)OC(=O)c1cc(ccc1)C,0.36484403
*C(C*)OC(=O)c1ccc(cc1)C,0.36495332
*C(C*)OC(=O)CC(c1ccccc1)(C)C,0.35480602
*C(C*)OC(=O)c1cc(ccc1)[Si](C)(C)C,0.39879763
*C(C*)OC(=O)c1ccc(cc1)[Si](C)(C)C,0.40244256
*C(C*)OC(=O)C(CCC)(C)C,0.37264329
*C(C*)OC(=O)C(C(CC)(C)C)(C)C,0.37176287
*C(C*)OC(=O)C(C(C(C)C)C)(C)C,0.37195961
*C(C*)OC(=O)C(CC(C)(C)C)(C)C,0.37520737
*C(C*)OC(=O)c1cnccc1,0.34320724
*C(C*)OC(=O)c1cc(ccc1)[N+](=O)[O-],0.37430809
*C(C*)OC(=O)c1ccc(cc1)[N+](=O)[O-],0.38294962
*C(C*)OC(=O)c1ccc(cc1)c1ccccc1,0.35360889
*C(C*)OC(=O)C(C)(C)C,0.3821509
*C(C*)OC(=O)c1ccc(cc1)OC(=O)CC,0.34337593
*C(C*)OC(=O)CCCC(=O)c1ccc(cc1)C,0.34755673
*C(C*)C1=NC(C(=O)O1)(C)C,0.35364772
*C(C*)(C1=NC(C(=O)O1)(C)C)C,0.35497529
*C(C*)OC(C(F)(F)F)(C(F)(F)F)F,0.33430951
*C(C*)c1sccc1,0.40399034
*C(C*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,0.38365749
*C(C*)OC(=O)C1CCCC1,0.36011903
*C(C*)OC(=O)C1(CCCCC1)C,0.3613498
*C(C*)P(=O)(c1ccccc1)c1ccccc1,0.38231193
*C(C*)P(=O)(OCC)N(C)C,0.3661564
*C(C*)P(=O)(N(C)C)Oc1ccccc1,0.35079311
*C(C*)c1nc(nc(n1)C)C,0.41591473
*C1c2c(CC1*)cccc2,0.42698874
*C(=C(*)C)c1ccccc1,0.41349595
*C1C(=O)OC(=O)C1C(C*)OC,0.287972
*C(C(C(C*)OC)C(=O)O)C(=O)O,0.27178974
*C(=CCCC*)c1ccc(cc1)OC,0.37755684
*C(=CCCC*)c1ccccc1,0.38339331
*C(=CCCC*)c1ccc(cc1)Cl,0.38684815
*C(=C(*)C)[Si](C)(C)C,0.39006159
*C(C*)CNc1ccc(cc1)[N+](=O)[O-],0.3745043
*C(C*)CNc1ncc(cc1)[N+](=O)[O-],0.37295814
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,0.38329483
*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,0.3854775
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],0.48421101
*C1C(C(C(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,0.36288651
*C1C(CC(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,0.36711221
*C1C(CC(C1)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)CC*,0.36926813
*C(C*)n1cncc1,0.35410749
*C(C(*)(F)F)(OC(C(F)F)F)F,0.33442051
*C(C*)C(=O)c1ccc(cc1)Br,0.39504944
*C(C*)OC(=O)CC1CCCC1,0.3604384
*C1C(C2C(C1)C(C(C2)CC*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,0.36522309
*C(C*)C(=O)OC(C)C,0.36594213
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCC,0.40921422
*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,0.38692751
*C(C*)C(=O)OCC(F)(F)F,0.32327677
*C(C*)C(=O)OCC(C(F)(F)F)(F)F,0.33021141
*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,0.32320653
*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,0.31831745
*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,0.32043251
*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,0.32963325
*C(C*)C(=O)OCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.32766063
*C(C*)C(=O)OCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.32506583
*C(C*)C(=O)OCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.32462009
*C(C*)C(=O)OCCOC,0.33856563
*C(C*)C(=O)OCCOCC,0.35976017
*C(C*)C(=O)OCCCOC,0.34969049
*C(C*)C(=O)OCCCOCC,0.3584849
*C(C*)C(=O)OCCOCC(F)(F)F,0.33534513
*C(C*)C(=O)OCCOCC(C(C(F)(F)F)(F)F)(F)F,0.33448798
*C(C*)C(=O)OCC(C(OC(F)(F)F)(F)F)(F)F,0.31340132
*C(C*)C(=O)OCC(C(OC(C(F)(F)F)(F)F)(F)F)(F)F,0.31915236
*C(C*)C(=O)OCC(C(OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.3160919
*C(C*)(C(=O)O)C,0.2715841
*C(C*)(C(=O)OCCCCCCCCCCCCCC)C,0.38812321
*C(C*)(C(=O)OCCCCCCCCCCCCCCCCCC)C,0.39721388
*C(C*)(C(=O)OC1C(CCCC1)C)C,0.37813807
*C(C*)(C(=O)OC1CCC(CC1)C)C,0.37962423
*C(C*)(C(=O)OC1CC(CCC1)C)C,0.38017657
*C(C*)(C(=O)OC1CC(CC(C1)C)(C)C)C,0.38218681
*C(C*)(C(=O)OCc1ccccc1)C,0.34737998
*C(C*)(C(=O)OCCc1ccccc1)C,0.35596729
*C(C*)(C(=O)OCCBr)C,0.37763347
*C(C*)(C(=O)OCC(F)(F)F)C,0.33930857
*C(C*)(C(=O)OCC(C(F)F)(F)F)C,0.33748264
*C(C*)(C(=O)OC(C(F)(F)F)C(F)(F)F)C,0.33395408
*C(C*)(C(=O)Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C,0.36603626
*C(C*)(C(=O)OCc1c(cccc1)Cl)C,0.35759108
*C(C*)(C(=O)OCC1OCCC1)C,0.34666826
*C(C*)(C(=O)OCc1occc1)C,0.3375562
*C(C*)(C(=O)OCCN(C)C)C,0.36516646
*C(C*)(C(=O)OCCN(CC)CC)C,0.3615965
*C(C*)(C(=O)OC)Cl,0.32998468
*C(C*)C(=O)N,0.23763722
*C(C*)C(=O)NC(C)C,0.36205539
*C(C*)C(=O)OCC(C(C(C(F)F)(F)F)(F)F)(F)F,0.32276362
*C(C*)C(=O)OCC(CCCC)CC,0.3869788
*C(C*)C(=O)OC1CCCCC1,0.36637018
*C(C*)C(=O)OC1CC(CC(C1)C)(C)C,0.38012306
*C(C*)(C(=O)OCCCCCCCCCC)C,0.38783787
*C(C*)(C(=O)OC1C2(CCC(C1)C2(C)C)C)C,0.40517863
*C(C*)C(=O)OCC(CC)C,0.37285766
*C(C*)C(=O)OCC(C)(C)C,0.38252829
*C(C*)C(=O)OCCC#N,0.35583972
*C(C*)C(=O)OCF,0.30797623
*C(C*)C(=O)OCCOCCOC(C(F)F)(F)F,0.33433583
*C(C*)C(=O)OCCSC,0.38690329
*C(C*)C(=O)OCCCSC,0.38841806
*C(C*)C(=O)OCCSCC,0.38932692
*C(C*)C(=O)OCCCCSC,0.39787287
*C(C*)C(=O)OCCCSCC,0.39575862
*C(C*)C(=O)OCCSCC#N,0.37675973
*C(C*)C(=O)OCCSCCC#N,0.38180613
*C(C*)C(=O)OCCSCCCC#N,0.38452978
*C(C*)C(=O)OCCCSCCC#N,0.38516817
*C(C*)C(=O)OCCCCCCSCC#N,0.39181191
*C(C*)C(=O)OC12CC3(CC(CC(C1)C3)(C2)C)C,0.37551115
*C(C*)C(=O)N1CCCCC1,0.36828508
*C(C*)C(=O)N1CCOCC1,0.340331
*C(C*)C(=O)Oc1ccccc1,0.3539411
*C(C*)C(=O)Oc1c(cccc1)C,0.35783052
*C(C*)C(=O)Oc1cc(ccc1)C,0.35823799
*C(C*)C(=O)Oc1ccc(cc1)C,0.3609429
*C(C*)C(=O)Oc1c(cccc1)C(C)(C)C,0.36674405
*C(C*)C(=O)Oc1ccc(cc1)C(C)(C)C,0.37651726
*C(C*)C(=O)Oc1ccc(cc1)OC,0.33742314
*C(C*)C(=O)Oc1c(cccc1)C(=O)OC,0.33186429
*C(C*)C(=O)Oc1c(cccc1)C(=O)OCC,0.34193667
*C(C*)C(=O)Oc1cc(ccc1)C(=O)OC,0.33263806
*C(C*)C(=O)Oc1cc(ccc1)C(=O)OCC,0.33862141
*C(C*)C(=O)Oc1ccc(cc1)C(=O)OC,0.3308451
*C(C*)C(=O)Oc1ccc(cc1)C(=O)OCC,0.34094172
*C(C*)C(=O)Oc1ccc(cc1)C(=O)OCCCC,0.35302021
*C(C*)C(=O)Oc1ccc(cc1)c1ccccc1,0.3489094
*C(C*)C(=O)OCc1ccccc1,0.34659314
*C(C*)C(=O)OCCc1ccccc1,0.35483589
*C(C*)C(=O)Oc1cc(ccc1)N(C)C,0.36366436
*C(C*)C(=O)Oc1ccc(cc1)C#N,0.360284
*C(C*)C(=O)OCc1ccc(cc1)C#N,0.35524043
*C(C*)C(=O)Oc1c(cccc1)Cl,0.35897864
*C(C*)C(=O)Oc1c(cc(cc1)Cl)Cl,0.36475946
*C(C*)C(=O)Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,0.37010428
*C(C*)C(=O)Oc1c2c(ccc1)cccc2,0.35105406
*C(C*)C(=O)N(C)C,0.34373514
*C(C*)C(=O)NC(C)(C)C,0.37998182
*C(C*)(C(=O)OCCCCC)C,0.37286152
*C(C*)(C(=O)OCC(CCCC)CC)C,0.38032702
*C(C*)(C(=O)OC(C(C)(C)C)C)C,0.3963458
*C(C*)(C(=O)OCCC(CC(C)(C)C)C)C,0.37283397
*C(C*)(C(=O)OCCOCCO)C,0.31660238
*C(C*)(C(=O)OCC(CO)O)C,0.28803561
*C(C*)(C(=O)OCCNC(C)(C)C)C,0.36999858
*C(C*)(C(=O)OCCC#N)C,0.35439971
*C(C*)(C(=O)OCCO[N+](=O)[O-])C,0.49559463
*C(C*)(C(=O)OCC(C(C(C(F)F)(F)F)(F)F)(F)F)C,0.3268589
*C(C*)(C(=O)OC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,0.32884638
*C(C*)(C(=O)OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,0.32377425
*C(C*)(C(=O)OCCS(=O)CC)C,0.3575264
*C(C*)(C(=O)O[Si](C)(C)C)C,0.42890458
*C(C*)(C(=O)OCC1(COCOC1)C)C,0.34420519
*C(C*)(C(=O)OCC1(COC(OC1)(C)C)C)C,0.35893262
*C(C*)(C(=O)OCC(C1OCC(CO1)(C)C)(C)C)C,0.36823735
*C(C*)(C(=O)OC12CC3CC(CC(C1)C3)C2)C,0.39138472
*C(C*)(C(=O)OC12CC3(CC(CC(C1)C3)(C2)C)C)C,0.38728627
*C(C*)(C(=O)Oc1ccc(cc1)CC#N)C,0.36393077
*C(C*)(C(=O)Oc1ccc(cc1)C(=O)OC)C,0.33216316
*C(C*)(C(=O)OCC)CC,0.36305897
*C(C*)(CC(=O)OCC)C(=O)OCC,0.34796844
*C(C*)(CC(=O)OCCCC)C(=O)OCCCC,0.37326705
*C(C*)(C(=O)OCCCC)C#N,0.37262971
*C(C*)(C(=O)OC)F,0.3195917
*C(C*)(C(=O)OCC)CF,0.33962658
*C(C*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,0.39639923
*C(C*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,0.3794888
*C(C*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,0.3743525
*C(C*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,0.37003556
*C(C*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,0.34963263
*C(C*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,0.34757807
*C(C*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,0.35265054
*C(C*)C(=O)Oc1ccc(cc1)Cl,0.35839079
*C(C*)(C(=O)Oc1ccc(cc1)C#N)C,0.36105716
*C(C*)C(=O)OCC(C(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.31780305
*C(C*)C(=O)OCCC(OC)C,0.35734175
*C(C*)(C(=O)OC1CCC(CC1)C(C)(C)C)C,0.38851796
*C(C*)(C(=O)OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,0.32595019
*C(C*)(C(=O)Oc1ccc(cc1)C(C)(C)C)C,0.38346494
*C(C*)(CC(=O)OC)C(=O)OC,0.32193525
*C(*)C(=O)OCC,0.36012778
*C(*)C(=O)OC,0.33876364
*C(*)C(=O)OCCC,0.38345076
*C(C*)C(=O)Oc1ccc(cc1)C(=O)O,0.31040659
*C(C*)(C(=O)N)C,0.25657854
*C1C(=O)N(C(=O)C1*)C1CCCCC1,0.39675252
*C(C*)(CC(=O)OCCCCC)C(=O)OCCCCC,0.38050025
*C(C*)(CC(=O)OCCCCCC)C(=O)OCCCCCC,0.38570941
*C(C*)(CC(=O)OCCC)C(=O)OCCC,0.36758128
*C(C*)(C(=O)OCC)C#N,0.35400751
*C(C*)C(=O)OCCO,0.30069281
*C(C*)(C(=O)Oc1c(cc(cc1)C)C)C,0.36833301
*C(C*)(C(=O)Oc1cc(cc(c1)C)C)C,0.36781222
*C(C*)(C(=O)OCCCCCC)C#N,0.38064914
*C(C*)(C(=O)OCC1OC1)C,0.33062914
*C(C*)(C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CC)C,0.36616331
*C(C*)C(=O)OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CC,0.36721657
*C(C*)C(=O)OCCCCCC(=O)Oc1ccc(cc1)c1ccc(cc1)C#N,0.34688893
*C(CCC*)(C(=O)O)C,0.31720928
*C(C*)(C(=O)NC(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)O)C,0.31639128
*C(C*)(C(=O)NC(=O)OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCO)C,0.32112378
*C(C*)(C(=O)NC(=O)OC(COc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCC(O)C)C)C,0.33219505
*C(C*)(C(=O)NC(=O)Oc1c(cc(cc1Br)S(=O)(=O)c1cc(c(c(c1)Br)O)Br)Br)C,0.37549639
*C(C*)(C(=O)NC(=O)OCCOc1c(cc(cc1Br)S(=O)(=O)c1cc(c(c(c1)Br)OCCO)Br)Br)C,0.36467521
*C(C*)(C(=O)NC(=O)OC(COc1c(cc(cc1Br)S(=O)(=O)c1cc(c(c(c1)Br)OCC(O)C)Br)Br)C)C,0.37079246
*C(C*)(C(=O)OCCOC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,0.41138901
*C(C*)C(=O)OCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C#N,0.35501894
*C(C*)(C(=O)OCCCCn1c2ccccc2c2ccccc12)C,0.3510259
*C(C*)C(=O)OCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],0.35935263
*C(C*)C(=O)OCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],0.35994367
*C(C*)C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],0.36065471
*C(C*)C(=O)NCCCCCC(=O)O,0.30692904
*C(C*)C(=O)OCc1c(c(c(c(c1Br)Br)Br)Br)Br,0.39447334
*C(C*)(CCC(C(=O)OC)C)C(=O)OC,0.33779719
*C(C(CC*)C(=O)OC)C(=O)OC,0.33473342
*C(C*)(C(=O)OCC#C)C,0.35098547
*C(C*)(C(=O)OCC(C)C)C#N,0.37373522
*C(C*)(C(=O)OC(C)C)C#N,0.36628241
