smiles,value
COC(=O)CCCCC(=O)OCCCCCCCCCCCCCCCCCCCCO,6.8416
CNc1ccc(NC(=S)NC(=O)c2cccc(C(=O)NC(N)=S)c2)cc1,3.3129
COC(=O)CC(C)(C)CC(=O)OCCCCCCCCCCO,6.7584
Cc1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(c4ccc6[nH]c(C)nc6c4)C5=O)cc3C2=O)cc1,2.9114
CNC(=O)NC(=O)NCNCNC(=O)NC(=O)NCNCN,6.2347
CNC(=O)CCCCCCCCC(=O)NCCCCCCCCCN,5.6744
Cc1cc(CCS(=O)(=O)O)c(C)s1,2.5623
CC(=O)OC(C)=C(OC(C)=O)c1ccc(C)cc1,3.7517
CNC(=O)c1ccc(C(N)=S)cc1,2.8785
COC(=O)COCC(=O)OCCCO,6.0368
CNC(CCCCN)C(N)=O,5.1712
CC(I)=C(C)I,3.8335
Cc1ccc(C)s1,1.6203
COC(=O)C(C)CC(=O)OCCCCCCCCCCO,6.5777
CC(F)(F)C1(F)C(F)(F)C(C)(F)C(F)(F)C1(F)F,7.2142
CNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCN,5.9125
COC(=O)CCCCCCCCC(=O)OCC1CCC(CO)CC1,6.7673
CCc1ccc(OC(C)=S)cc1,4.0372
CNOC(=O)NCC(=O)NC(N)=O,5.7289
CCCCCCCCCCCCCCCCc1ccc(C(C)CC)cc1,5.0097
COC(=O)c1ccc(C(C)(C)c2ccc(C(=O)O)cc2)cc1,4.3936
COC(=O)Oc1cccc(OC(=O)OC2CC3CC(O)CC(C2)O3)c1,5.8268
CCOC(=O)C(n1ccc2ccccc21)n1c(C)cc2ccc(C)cc21,4.2748
COC(=O)Cc1c(C)[nH]c(C)c1CC(=O)OC,3.2776
COC(=O)c1cccc(C(=O)OCCOCCOCCO)c1,4.9478
CCCC(c1ccccc1)C(C)c1ccccc1,5.4001
COC(CO)COc1ccc(-c2ccc(C#N)cc2)cc1,4.4378
Cc1ccc(-c2nnc(-c3cccc(-c4nnc(C)o4)n3)o2)cc1,3.8824
CCCCCCCCCCCCc1cc(-c2ccc(C)s2)sc1C,1.5458
CN1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N)cc5)cc3)C4=O)cc2C1=O,2.775
CN1C(=O)C2C3C=CC(C2C1=O)C1C(=O)N(CCCN)C(=O)C31,5.4745
CNc1ccc(OC(N)=S)s1,3.3542
CCC(C)c1cc(C)ccc1C,4.9137
COC(=O)CCCCC(=O)OCCC(C)CCO,6.7005
COc1ccc(NCO)s1,4.4862
Cc1ccc(C)n1Cc1ccc[n+](C)c1,0.2844
CN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C3CC(C)(C)CC(C)(CN)C3)C4=O)cc2C1=O,3.6926
CNc1ccc(NC(=O)C=Cc2ccc(C=CC(N)=O)cc2)cc1,3.0305
COc1ccc(C(OC)C(C)(C)C(=O)O)cc1,5.0038
COC(C)=C(OC)c1ccc(C)s1,2.5351
CNC(=O)CCC=CCCC(=O)NCC=CCN,5.3865
COC(CC(=O)O)C(Cl)(Cl)Cl,5.7388
COC(=O)NCCCCCCCCCCNC(=O)OCCO,6.2273
COC(=O)Nc1cc(NC(=O)OCCOCCO)ccc1C,5.0931
COC(=O)CCCCCCCC(=O)OCCOCCO,6.5091
Cn1c(=O)c2cc3c(=O)n(-c4cccc5c(N)cccc45)c(=O)c3cc2c1=O,2.5506
Cc1ccc(C(=O)C(F)(F)C(C)(F)F)s1,3.8794
COC(=O)NCCCCCCNC(=O)OCCCCCCO,6.343
COc1ccc(SSCCSSc2ccc(O)cc2)cc1,4.0205
COC(F)(F)C(O)(F)F,9.8627
COC(CCO)(C(F)(F)F)C(F)(F)F,7.6175
COC(=O)OCCCOC(=O)OCCCO,7.1953
CNC(=O)CCCCCCCCCCC(=O)NCCCCN,5.9492
CC1C(=O)OC(=O)C1C1C(=O)OC(=O)C1C,6.3452
COC(=O)Cc1ccc(CC(=O)OCCCCO)cc1,5.4635
Cc1[nH]c(C)c2c1CCCC2,2.7316
CCCNC(=O)C(C)(C)CC,5.7916
COCOCCSSCCOCOCCSSCCO,5.3189
COC1CCC(OC(=O)C(=O)O)CC1,5.7861
CNC(=O)c1cccc(C(=O)NCCCN)c1,4.8185
CC=Cc1cc(OCCCCCC)c(C)cc1OC,2.3505
CN1CCN(CCC(=O)OCCOC(=O)CCN)CC1,5.0863
COC(C)COC(=O)CCCCCCCC(=O)O,6.6084
Cc1ccc(C(C#N)(C#N)C(C)(C#N)C#N)cc1,4.6823
COc1ccc(C(c2ccc(OC(=O)c3cccc(C(=O)O)c3)cc2)C(Cl)(Cl)Cl)cc1,3.8681
CC(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3)CC(C)CC(C)(C)C2)cc1,2.7929
Cc1ccc(Oc2ccc(-c3csc(-c4nc(C)cs4)n3)cc2)cc1,3.5312
CC=CC(C)C(C)C,5.2899
CCCCCCCCC1CC(O)CCC1(C)OC,5.4763
Cc1ccc(-c2cnc3cc4ncc(C)nc4cc3n2)cc1,2.7084
CNC(=O)CCC(C)CCNC(=O)CCC(C)CCN,5.8159
CCc1cc(C)c(C)cc1C,5.0056
CCCCC1CCN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCC(C)CC4)cc3)cc2)CC1,4.6275
COC(C)(C)COC(C)(C)COC(C)(C)CO,5.2445
CCCCCCCCCc1nc(-c2ccc(-c3csc(C)n3)cc2)cs1,3.6182
COC(=O)NCC(C)COC(=O)NCC(C)CO,6.3739
CCC(C)c1ccc(C)c(C)c1,4.4861
CNC1CC(CCC(N)=O)C1(C)C,5.7546
CNc1ccc(-c2ccc(C(N)=S)cc2)s1,3.3567
CC#Cc1cc(OCC(CC)CCCC)c(C#Cc2cc(OCCNCCCC)c(C)cc2OCCNCCCC)cc1OCC(CC)CCCC,2.9566
CC(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc(C)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,2.7174
CC=Cc1ccc(C)s1,2.7814
COc1ccc(OC(=O)CCC(=O)O)cc1,5.0485
COc1ccc(Oc2ccc(O)cc2)s1,4.6798
COC(=O)NCCCCCCCCCCNC(=O)OCCCCCCCCCCCCO,6.2416
CCCc1ccc(C)c(C#N)c1,4.7476
COC(=O)NCCSCCSCCNC(=O)OCCO,5.2808
COc1ccc(C(c2ccc(OC(=O)O)cc2)C2CCCCC2)cc1,4.5492
CNC(=O)CCCCCCC(=O)NCC1CCC(CN)CC1,5.8707
COC1CCCCC1OC1CCCCC1O,5.1513
CNC1CCCC1C(N)=O,5.8804
COC(C)C(C)C,5.326
COCCCCCCCCCCCCO,6.2452
COC(=O)Nc1ccc(C(=O)OCC2CCC(CO)CC2)cc1,4.5441
CCCCC(C)=S,3.3942
Cc1cc(C)cc(C23CC4CC(CC(C4)C2)C3)c1,4.4178
COc1ccc(Oc2ccc(C(=O)c3ccc(O)cc3)cc2)cc1C=O,3.6677
COC(=O)CCCCC(=O)OCC#CC#CCO,5.0598
CCC(=O)CC(C)=O,4.1544
COc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(O)cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,3.3682
CC(=O)NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(C)nc2)s1,3.3177
COC(=O)CCC(=O)OCCCOC(=O)CCC(=O)OCCCO,6.805
CNC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(N)=O)C(C)C)C(C)C,5.7985
CC(=S)c1ccc(C(=S)c2ccc(C)cc2)s1,2.0314
CN=C(N=C(NC(C)=O)NC(C)=O)N=C(N)OC(C)=O,3.7327
CCC(C)C(=O)NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.7478
COc1ccc(C(=S)c2ccc(O)cc2)s1,2.6462
COC(C)(C)O,6.2991
COCCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO)cc1,5.243
COC(=O)OCC(O)C(O)COC(=O)OCC(O)C(O)CO,6.9702
CCCCCCCCCCCCCc1nc2cc3sc(C)nc3cc2s1,4.2887
CCCCc1ccc(C)s1,4.7481
CC(F)C(C)(F)F,7.6787
CO[Si](C)(C)OC(C)CCO[Si](C)(C)OC(C)CCO,6.1806
CNC1NN(C(C(N)O)(C(F)(F)F)C(O)(Cl)C2(F)OC(O)C(O)C2O)O1,5.0077
Cc1cc(-c2cnc(C)c(C)c2)cnc1C,3.4579
COC(=O)CCC(=O)OCCCCCCO,6.7086
COC(=O)C(=O)OCCCCCCCCCCCCCCCCCCCCO,5.2426
CCCCc1ccc(N(c2ccc(C)cc2)c2ccc(-c3sc(C)c4c3OCCO4)cc2)cc1,2.929
CCC(C)(C)C(=O)OCC(F)(F)F,6.5436
CN1CCN(C(=O)OC2CCC(OC(N)=O)CC2)CC1,5.8355
COC(=O)COCC(=O)OCCOCCO,5.9381
CC1=CC(C)SC1C,5.0392
CC(=O)Nc1cccc(NC(=O)c2cccc(NC(=O)c3ccc(-c4nc5cc(C)ccc5[nH]4)cc3)c2)c1,3.3084
CC(=O)NC1CCCC(C)O1,6.2047
CCC(C)Cl,7.0905
COC(=O)CCCCCCCCCCCCCCCO,6.7798
COc1ccc(SSc2ccc(O)cc2)cc1,3.8889
CNNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C(N)=S)c2)cc1,3.5899
COC(=O)CCCCCC(=O)OCc1ccc(CO)cc1,5.6303
Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)s4)cc3)s2)cc1,2.8274
CCCOC(=O)CCC(NC)C(N)=O,5.8843
COCCCCCCOCCCCCCOCCCCCCCCCCO,6.1402
CN1CC(=O)N(c2cccc(N)c2)CC1=O,5.0572
COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCC(C)(C)CO)c(C)c2)cc1C,4.5157
COC(=O)CCCCCCCCCCCO,6.7916
CC(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3C)cc2)(C(F)(F)F)C(F)(F)F)cc1,3.193
CC=Cc1ccc(C)c2sccc12,2.1967
[2H]C([2H])([2H])C([2H])(C)C([2H])([2H])C,6.5181
CCC(C)(C)C(=O)Oc1ccc2ccccc2c1,3.6336
COc1ccc(C2(c3ccc(OC(=O)c4ccc(S(=O)(=O)c5ccc(C(=O)O)cc5)cc4)cc3)OC(=O)c3ccccc32)cc1,3.3925
CNc1cc(OC)c(N)cc1OC,3.2172
CCS(=O)(=O)CC(CO)(COC)CS(=O)(=O)CC,5.0473
CCCCCCCCCCCCC(CO)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)OC)c1,4.8491
Cn1c(=O)c2cc3c(=O)n(-c4cc(C(c5ccc(O)c(N)c5)(C(F)(F)F)C(F)(F)F)ccc4O)c(=O)c3cc2c1=O,2.3838
CCC(OO)c1ccc(Br)cc1CC(OO)c1ccc(Br)cc1C,5.1335
CCC(=O)Nc1ccc(C)cc1,4.5889
Cc1nc(N)nc(N(CCCCCCN(C)c2ccccc2)c2ccccc2)n1,3.751
CCC(C)C(=O)Oc1ccc(C#N)cc1,4.6366
COC(=O)NCCCCCCNC(=O)OCCCCCCCCCCCCO,6.1958
CNC(=O)CCCCCCCCCCC(=O)NCC1CCC(CN)CC1,5.9594
COc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(=O)O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,2.9795
CO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(C)CCC(C)O,6.3039
CNC(CCC(N)=O)C(=O)OCc1ccccc1,5.1457
CCCc1nnc(C)n1N,5.722
CC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3)cc1)C2=O,2.66
CN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(C5(c6ccc(N)cc6)OC(=O)c6ccccc65)cc3)C4=O)cc2C1=O,3.3847
COC(=O)OCCCCCCCCCCO,7.22
CC(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5cc(C)ccc5nc4-c4ccccc4)cc3)nc2c1,3.2924
CNCCCNCCCNCCCN,5.2088
CON(C(F)(F)C(O)(F)F)C(F)(F)C(F)(F)Br,6.7014
COC1(O)CCCC(O)C1,6.0531
COc1ccc(C(=O)NCCCCCCCCCCCCNC(=O)c2ccc(O)cc2)cc1,4.4794
CNC(=O)CCCCCCCCCCCCCCCCCCCCCN,5.9891
CCC(C)(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.6046
Cc1sc(C)c(C)c1C,3.3355
COC(=O)NC(=O)C1CC1C(=O)NC(=O)OCCCCCO,6.0047
CCc1ccc(Oc2ccc(C)s2)cc1,4.5691
COC(=O)C(N)CC(=O)OCCCCO,5.536
CCc1ccc(Cc2ccc(C)s2)s1,4.626
CCCC(CO)C(CCC)COC(=O)c1ccc(C(=O)OC)cc1,4.734
COC(=O)CCCCSCCCCC(=O)OCCOCCO,5.2898
COC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)OCCCCCO,5.6607
COC1C(C)(C)C(OC(=O)C2CCC(C(=O)O)CC2)C1(C)C,6.4982
Cc1ccc(-c2ccc(-c3ccc(-c4cnc5ccc(-c6ccc7ncc(C)nc7c6)cc5n4)cc3)cc2)cc1,3.1009
COc1ccc(Cc2ccc(OC(=O)O)cc2)cc1,4.8502
CC(C)(F)F,7.2027
CC=CC(c1ccc(N)cc1)c1ccc(-n2c(=O)c3cc4c(=O)n(C)c(=O)c4cc3c2=O)cc1,2.5577
CCCCCCCCC1(CCCCCCCC)c2cc(C)sc2-c2sc(C)cc21,3.2588
NOC(=O)C(=S)NOC(=O)C(=S)NO,2.4947
CNC(Cc1ccc(O)cc1)C(N)=O,4.9252
NOC(=O)ONOC(=O)ONOC(=O)ONO,6.2663
CCCCOC(=O)N1CCC(C)CC1,5.7499
CCCCN(CCCC)c1nc(NN)nc(Nn2c(=O)c3cc4c(=O)n(N)c(=O)c4cc3c2=O)n1,2.5558
CN=Nc1ccc(-c2ccc(N)c(C)c2)cc1C,2.1369
COc1ccc(C(=O)OCCO)cc1Cl,4.81
NOC(=S)ONOC(=S)ONOC(=S)ONO,4.8496
COC(=O)CS(=O)(=O)CCS(=O)(=O)CC(=O)O,5.7619
COC(=O)CCSCCC(=O)OCCO,5.4614
CNC(=O)NCCCCCCNC(=O)NCCCCCCCN,5.6622
COC(=O)CC=CCC(=O)OCCCCCCO,5.811
COc1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc(O)cc2)cc1,3.8153
CC(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc(C)cc6C5=O)cc4)cc2)C3=O)c1,3.0501
CNC(=O)CCCCCCCCCN,6.1321
CC#CC(=C(C)c1cnc2ccccc2c1)c1cnc2ccccc2c1,0.7739
CC(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(N)nc(Nc4cccc(N5C(=O)c6ccc(C)cc6C5=O)c4)n3)c1)C2=O,2.4034
COc1ccc(C(=O)OCCO)c(C)c1,4.5424
CC=C(C)c1ccc(C(=O)Oc2c(F)c(F)c(F)c(F)c2F)cc1,1.1102
C=CC1OC(C=C)C2C(=O)N(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(=O)C12,5.0857
CNC(=O)NCCCCCCCCCCNC(=O)NCCCCCCCCCCCCCCCCCCN,5.6443
COC(CO)C(F)(F)F,6.7566
Cc1cc(N=Nc2ccc(C#N)cc2)cc(C)c1O,2.4223
CCCCC(C)=O,5.3982
CC(C)O,6.4482
CCOC(=O)NCCCCCCNC(=O)OCc1cccc(C)n1,5.1146
COCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCCO,5.8982
CC#Cc1ccc(C)s1,1.6499
CNC(=O)CCCCCCCCCCCCCCC(=O)NCCCCCCCCN,5.8468
COC(=O)CCCCCCCC(=O)OCC1CCC(CO)CC1,6.8523
CC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,2.0335
Cc1cc(-c2sc(-c3cc(C)c(C)s3)cc2C)c2cccccc1-2,1.8668
COC(=O)CCCCCCCCCCCCCCCCC(=O)OCCOCCO,6.2057
CCOc1ccc(C(=CC(=O)OC)CC(=O)OCCCCO)cc1,3.9789
CCCCCCCCC(c1ccc(N)cc1)c1ccc(-n2c(=O)c3cc4c(=O)n(C)c(=O)c4cc3c2=O)cc1,2.4696
COC(=O)CC=CCC(=O)OCCCCCCCCCCCCCCO,6.1489
COC(=O)CCCCCCCCCCCCCCO,6.9774
CCOC1CC2CC(O)C1C2COC1CC2CC(O)C1C2C,5.9517
Cc1ccc(N)cc1N1C(=O)c2ccc(S(=O)(=O)c3ccc4c(c3)C(=O)N(C)C4=O)cc2C1=O,3.2404
CC(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(Nc4cccc(N5C(=O)c6ccc(C)cc6C5=O)c4)nc(-c4ccccc4)n3)c1)C2=O,2.3845
Cc1ccc(-c2cnc3ccc(Oc4ccc5ncc(C)nc5c4)cc3n2)cc1,3.3633
CN1C(=O)N(c2ccc(N)cc2)C1=O,4.9853
COCCSSCCOCCSSCCO,5.6114
CCCCCCCCc1ccc(-c2cc(-c3ccc(C)s3)sc2C)cc1,1.5651
COc1ccc(-c2cc(C)sc2C)cc1,2.6389
COCCCCCCCCCOCCCCCCCCCO,6.1351
CC=CC1CC(C)C2C3CCC(C3)C12,5.1047
Cn1c(=O)c2cc3c(=O)n(-c4ccc(N(c5ccc(N)cc5)c5ccc(C#N)cc5)cc4)c(=O)c3cc2c1=O,1.6108
CCC(C)c1ccc(C(=O)c2ccccc2)cc1,3.5289
[2H]c1c([2H])c(NC)c([2H])c([2H])c1N,3.3666
CCC(C)(C)C(=O)OCCOCCO,5.7449
CNC(CCCCNC(=O)CCCCC(N)=O)C(=O)O,5.7987
CC(=O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccc(C#N)cc3)c3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3)cc1)C2=O,1.8778
COc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c(O)c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,3.4715
